CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),Base,Simple,Incomplete,Allowed,"The product constructs all or part of an expression language (EL) statement in a framework such as a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed."
918,Server-Side Request Forgery (SSRF),Base,Simple,Incomplete,Allowed,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination."
920,Improper Restriction of Power Consumption,Base,Simple,Incomplete,Allowed,"The product operates in an environment in which power is a limited resource that cannot be automatically replenished, but the product does not properly restrict the amount of power that its operation consumes."
921,Storage of Sensitive Data in a Mechanism without Access Control,Base,Simple,Incomplete,Allowed,The product stores sensitive information in a file system or device that does not have built-in access control.
924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,Base,Simple,Incomplete,Allowed,"The product establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission."
925,Improper Verification of Intent by Broadcast Receiver,Variant,Simple,Incomplete,Allowed,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source.
926,Improper Export of Android Application Components,Variant,Simple,Incomplete,Allowed,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains."
927,Use of Implicit Intent for Sensitive Communication,Variant,Simple,Incomplete,Allowed,The Android application uses an implicit intent for transmitting sensitive data to other applications.
93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),Base,Simple,Draft,Allowed,"The product uses CRLF (carriage return line feeds) as a special element, e.g. to separate lines or records, but it does not neutralize or incorrectly neutralizes CRLF sequences from inputs."
939,Improper Authorization in Handler for Custom URL Scheme,Base,Simple,Incomplete,Allowed,"The product uses a handler for a custom URL scheme, but it does not properly restrict which actors can invoke the handler using the scheme."
940,Improper Verification of Source of a Communication Channel,Base,Simple,Incomplete,Allowed,"The product establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin."
941,Incorrectly Specified Destination in a Communication Channel,Base,Simple,Incomplete,Allowed,"The product creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor."
942,Permissive Cross-domain Security Policy with Untrusted Domains,Variant,Simple,Incomplete,Allowed,"The product uses a web-client protection
         mechanism such as a Content Security Policy (CSP) or
         cross-domain policy file, but the policy includes untrusted
         domains with which the web client is allowed to
         communicate."
95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),Variant,Simple,Incomplete,Allowed,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before using the input in a dynamic evaluation call (e.g. ""eval"")."
96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),Base,Simple,Draft,Allowed,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before inserting the input into an executable resource, such as a library, configuration file, or template."
97,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,Variant,Simple,Draft,Allowed,"The product generates a web page, but does not neutralize or incorrectly neutralizes user-controllable input that could be interpreted as a server-side include (SSI) directive."
